"","Pop","PPop_ipl_ori","PPop_npl_ori","PPop_ipl_tax","PPop_npl_tax","Size","ChgrateIPL"
"S564",7371975398,717815457.61987,1442187232.31669,303848811.790466,725505305.180647,564,-0.576703442974095
"S565",7371975398,717815457.61987,1442187232.31669,303842845.136837,725505305.180647,565,-0.576711755213077
"S566",7371975398,717815457.61987,1442187232.31669,303842845.136837,725653720.562025,566,-0.576711755213077
"S567",7371975398,717815457.61987,1442187232.31669,303781201.463301,725653720.562025,567,-0.576797631983883
"S568",7371975398,717815457.61987,1442187232.31669,303781201.463301,727839618.480417,568,-0.576797631983883
"S569",7371975398,717815457.61987,1442187232.31669,303781201.463301,727839618.480417,569,-0.576797631983883
"S570",7371975398,717815457.61987,1442187232.31669,303781201.463301,727839618.480417,570,-0.576797631983883
"S571",7371975398,717815457.61987,1442187232.31669,303780606.698161,726391040.852618,571,-0.576798460560552
"S572",7371975398,717815457.61987,1442187232.31669,303780606.698161,726033271.490088,572,-0.576798460560552
"S573",7371975398,717815457.61987,1442187232.31669,303780606.698161,726033271.490088,573,-0.576798460560552
"S574",7371975398,717815457.61987,1442187232.31669,303786044.8628,726033271.490088,574,-0.57679088456789
"S575",7371975398,717815457.61987,1442187232.31669,303786044.8628,726033271.490088,575,-0.57679088456789
"S576",7371975398,717815457.61987,1442187232.31669,303786044.8628,726033271.490088,576,-0.57679088456789
"S577",7371975398,717815457.61987,1442187232.31669,303786044.8628,726033271.490088,577,-0.57679088456789
"S578",7371975398,717815457.61987,1442187232.31669,303786044.8628,726074653.823214,578,-0.57679088456789
"S579",7371975398,717815457.61987,1442187232.31669,303786044.8628,726103532.316573,579,-0.57679088456789
"S580",7371975398,717815457.61987,1442187232.31669,303441652.197272,726103532.316573,580,-0.577270663405016
"S581",7371975398,717815457.61987,1442187232.31669,303440533.749057,726148753.349646,581,-0.57727222153281
"S582",7371975398,717815457.61987,1442187232.31669,303444864.471261,726097265.484012,582,-0.577266188335617
"S583",7371975398,717815457.61987,1442187232.31669,303443470.371762,727499786.435431,583,-0.577268130477548
"S584",7371975398,717815457.61987,1442187232.31669,303443470.371762,727476449.623229,584,-0.577268130477548
"S585",7371975398,717815457.61987,1442187232.31669,303449502.928455,727476449.623229,585,-0.577259726427972
"S586",7371975398,717815457.61987,1442187232.31669,303451587.44748,726720495.195813,586,-0.577256822451742
"S587",7371975398,717815457.61987,1442187232.31669,303446608.119734,726720495.195813,587,-0.577263759231515
"S588",7371975398,717815457.61987,1442187232.31669,303446608.119734,726791001.348877,588,-0.577263759231515
"S589",7371975398,717815457.61987,1442187232.31669,303292312.813864,726791001.348877,589,-0.577478710448058
"S590",7371975398,717815457.61987,1442187232.31669,303292312.813864,727999152.544605,590,-0.577478710448058
"S591",7371975398,717815457.61987,1442187232.31669,303292312.813864,727999266.433093,591,-0.577478710448058
"S592",7371975398,717815457.61987,1442187232.31669,303292312.813864,727999266.433093,592,-0.577478710448058
"S593",7371975398,717815457.61987,1442187232.31669,303292474.612592,730213892.202407,593,-0.577478485043707
"S594",7371975398,717815457.61987,1442187232.31669,303384308.877271,730213892.202407,594,-0.577350549285701
"S595",7371975398,717815457.61987,1442187232.31669,303384975.330287,730213892.202407,595,-0.577349620839526
"S596",7371975398,717815457.61987,1442187232.31669,303387430.331744,730213892.202407,596,-0.577346200738397
"S597",7371975398,717815457.61987,1442187232.31669,303342900.482914,730213892.202407,597,-0.577408235970932
"S598",7371975398,717815457.61987,1442187232.31669,303342201.313019,730795070.842782,598,-0.577409209995504
"S599",7371975398,717815457.61987,1442187232.31669,303296647.227757,730795070.842782,599,-0.577472672107916
"S600",7371975398,717815457.61987,1442187232.31669,303296647.227757,730836859.457583,600,-0.577472672107916
"S601",7371975398,717815457.61987,1442187232.31669,303233494.470441,730637020.848366,601,-0.577560651207064
"S602",7371975398,717815457.61987,1442187232.31669,303233494.470441,730657600.99005,602,-0.577560651207064
"S603",7371975398,717815457.61987,1442187232.31669,303233494.470441,730657221.940757,603,-0.577560651207064
"S604",7371975398,717815457.61987,1442187232.31669,303233494.470441,730657221.940757,604,-0.577560651207064
"S605",7371975398,717815457.61987,1442187232.31669,303233494.470441,730657221.940757,605,-0.577560651207064
"S606",7371975398,717815457.61987,1442187232.31669,303233494.470441,730657221.940757,606,-0.577560651207064
"S607",7371975398,717815457.61987,1442187232.31669,303233494.470441,730657221.940757,607,-0.577560651207064
"S608",7371975398,717815457.61987,1442187232.31669,303228299.024057,726927775.519139,608,-0.577567889065109
"S609",7371975398,717815457.61987,1442187232.31669,303335188.21208,726908019.379584,609,-0.577418980056688
"S610",7371975398,717815457.61987,1442187232.31669,303282616.098321,726908019.379584,610,-0.57749221909494
"S611",7371975398,717815457.61987,1442187232.31669,303282616.098321,726908019.379584,611,-0.57749221909494
"S612",7371975398,717815457.61987,1442187232.31669,303285245.368947,726908019.379584,612,-0.577488556216693
"S613",7371975398,717815457.61987,1442187232.31669,303285245.368947,725545946.856803,613,-0.577488556216693
"S614",7371975398,717815457.61987,1442187232.31669,303288200.799326,722310455.722571,614,-0.577484438960164
"S615",7371975398,717815457.61987,1442187232.31669,303288200.799326,722310455.722571,615,-0.577484438960164
"S616",7371975398,717815457.61987,1442187232.31669,303288200.799326,722310455.722571,616,-0.577484438960164
"S617",7371975398,717815457.61987,1442187232.31669,303288200.799326,722310455.722571,617,-0.577484438960164
"S618",7371975398,717815457.61987,1442187232.31669,303299366.241115,722310455.722571,618,-0.577468884207657
"S619",7371975398,717815457.61987,1442187232.31669,303299388.213782,722310455.722571,619,-0.577468853597189
"S620",7371975398,717815457.61987,1442187232.31669,303240232.404291,722326773.985142,620,-0.577551264485479
"S621",7371975398,717815457.61987,1442187232.31669,303240284.973762,722326773.985142,621,-0.577551191250122
"S622",7371975398,717815457.61987,1442187232.31669,303251694.142901,722326773.985142,622,-0.577535296957213
"S623",7371975398,717815457.61987,1442187232.31669,303254052.539304,722326773.985142,623,-0.577532011438103
"S624",7371975398,717815457.61987,1442187232.31669,303254052.539304,722326773.985142,624,-0.577532011438103
"S625",7371975398,717815457.61987,1442187232.31669,303254052.539304,722326773.985142,625,-0.577532011438103
"S626",7371975398,717815457.61987,1442187232.31669,303254052.539304,722327269.920934,626,-0.577532011438103
"S627",7371975398,717815457.61987,1442187232.31669,303254052.539304,721626640.57507,627,-0.577532011438103
"S628",7371975398,717815457.61987,1442187232.31669,303253546.120349,721628213.047431,628,-0.577532716938311
"S629",7371975398,717815457.61987,1442187232.31669,303219686.424307,721628213.047431,629,-0.577579887413233
"S630",7371975398,717815457.61987,1442187232.31669,303219686.424307,721628213.047431,630,-0.577579887413233
"S631",7371975398,717815457.61987,1442187232.31669,303219686.424307,721608920.731468,631,-0.577579887413233
"S632",7371975398,717815457.61987,1442187232.31669,303224026.348779,722306068.528745,632,-0.577573841396215
"S633",7371975398,717815457.61987,1442187232.31669,303224026.348779,722306068.528745,633,-0.577573841396215
"S634",7371975398,717815457.61987,1442187232.31669,303152438.731927,724931382.025992,634,-0.577673571230803
"S635",7371975398,717815457.61987,1442187232.31669,303152572.977231,724931382.025992,635,-0.577673384211559
"S636",7371975398,717815457.61987,1442187232.31669,303167943.430959,725111120.607183,636,-0.577651971390805
"S637",7371975398,717815457.61987,1442187232.31669,303167943.430959,725111120.607183,637,-0.577651971390805
"S638",7371975398,717815457.61987,1442187232.31669,303167943.430959,725319576.398813,638,-0.577651971390805
"S639",7371975398,717815457.61987,1442187232.31669,303167943.430959,725418681.803286,639,-0.577651971390805
"S640",7371975398,717815457.61987,1442187232.31669,303167943.430959,725444980.768068,640,-0.577651971390805
"S641",7371975398,717815457.61987,1442187232.31669,303202290.582515,725187973.17856,641,-0.577604121833943
"S642",7371975398,717815457.61987,1442187232.31669,303201330.717569,725187683.224323,642,-0.577605459036891
"S643",7371975398,717815457.61987,1442187232.31669,303201330.717569,725187683.224323,643,-0.577605459036891
"S644",7371975398,717815457.61987,1442187232.31669,303201330.717569,725187683.224323,644,-0.577605459036891
"S645",7371975398,717815457.61987,1442187232.31669,303201330.717569,725187683.224323,645,-0.577605459036891
"S646",7371975398,717815457.61987,1442187232.31669,303204436.202981,725187683.224323,646,-0.577601132736336
"S647",7371975398,717815457.61987,1442187232.31669,303201694.735914,725187683.224323,647,-0.577604951917212
"S648",7371975398,717815457.61987,1442187232.31669,303209163.871127,725187683.224323,648,-0.577594546547511
"S649",7371975398,717815457.61987,1442187232.31669,303222157.862845,725187683.224323,649,-0.577576444413347
"S650",7371975398,717815457.61987,1442187232.31669,302907457.016116,725187683.224323,650,-0.578014859110871
"S651",7371975398,717815457.61987,1442187232.31669,302907457.016116,725211529.174875,651,-0.578014859110871
"S652",7371975398,717815457.61987,1442187232.31669,302907457.016116,725211529.174875,652,-0.578014859110871
"S653",7371975398,717815457.61987,1442187232.31669,302907457.016116,725211529.174875,653,-0.578014859110871
"S654",7371975398,717815457.61987,1442187232.31669,302907692.870598,725173611.086395,654,-0.578014530538282
"S655",7371975398,717815457.61987,1442187232.31669,302906434.167062,725173339.42936,655,-0.578016284057969
"S656",7371975398,717815457.61987,1442187232.31669,302906434.167062,725173339.42936,656,-0.578016284057969
"S657",7371975398,717815457.61987,1442187232.31669,302906434.167062,724901871.70598,657,-0.578016284057969
"S658",7371975398,717815457.61987,1442187232.31669,302906434.167062,724901871.70598,658,-0.578016284057969
"S659",7371975398,717815457.61987,1442187232.31669,302881376.801844,724901871.70598,659,-0.578051191867424
"S660",7371975398,717815457.61987,1442187232.31669,302881376.801844,724901871.70598,660,-0.578051191867424
"S661",7371975398,717815457.61987,1442187232.31669,302873885.668137,724901871.70598,661,-0.578061627883572
"S662",7371975398,717815457.61987,1442187232.31669,302873954.107637,724901871.70598,662,-0.578061532539428
"S663",7371975398,717815457.61987,1442187232.31669,302873954.107637,724901871.70598,663,-0.578061532539428
"S664",7371975398,717815457.61987,1442187232.31669,302879910.45341,723638010.58341,664,-0.578053234660482
"S665",7371975398,717815457.61987,1442187232.31669,302877673.762549,723638010.58341,665,-0.578056350629688
"S666",7371975398,717815457.61987,1442187232.31669,303013400.266458,723695645.607951,666,-0.577867267903105
"S667",7371975398,717815457.61987,1442187232.31669,303013400.266458,723677354.054895,667,-0.577867267903105
"S668",7371975398,717815457.61987,1442187232.31669,303013400.266458,723677354.054895,668,-0.577867267903105
"S669",7371975398,717815457.61987,1442187232.31669,303013400.266458,723678258.842167,669,-0.577867267903105
"S670",7371975398,717815457.61987,1442187232.31669,303013488.822963,723662653.884928,670,-0.577867144533646
"S671",7371975398,717815457.61987,1442187232.31669,303013488.822963,723662653.884928,671,-0.577867144533646
"S672",7371975398,717815457.61987,1442187232.31669,303013488.822963,724492095.060078,672,-0.577867144533646
"S673",7371975398,717815457.61987,1442187232.31669,303013488.822963,724492095.060078,673,-0.577867144533646
"S674",7371975398,717815457.61987,1442187232.31669,302974826.718962,724547838.405675,674,-0.577921005318602
"S675",7371975398,717815457.61987,1442187232.31669,302974826.718962,724547838.405675,675,-0.577921005318602
"S676",7371975398,717815457.61987,1442187232.31669,302907369.141379,724547838.405675,676,-0.578014981530548
"S677",7371975398,717815457.61987,1442187232.31669,302907230.683347,724547610.008056,677,-0.57801517441861
"S678",7371975398,717815457.61987,1442187232.31669,302908162.090942,724547610.008056,678,-0.578013876860044
"S679",7371975398,717815457.61987,1442187232.31669,302908162.090942,724547610.008056,679,-0.578013876860044
"S680",7371975398,717815457.61987,1442187232.31669,302908162.090942,723482388.927764,680,-0.578013876860044
"S681",7371975398,717815457.61987,1442187232.31669,302942441.839045,723482388.927764,681,-0.577966121203992
"S682",7371975398,717815457.61987,1442187232.31669,302942441.839045,723482388.927764,682,-0.577966121203992
"S683",7371975398,717815457.61987,1442187232.31669,302944228.642387,723482388.927764,683,-0.577963631980162
"S684",7371975398,717815457.61987,1442187232.31669,302944228.642387,723482388.927764,684,-0.577963631980162
"S685",7371975398,717815457.61987,1442187232.31669,302944228.642387,723483435.812286,685,-0.577963631980162
"S686",7371975398,717815457.61987,1442187232.31669,302944228.642387,723483435.812286,686,-0.577963631980162
"S687",7371975398,717815457.61987,1442187232.31669,302099582.578535,723465969.365312,687,-0.579140321691823
"S688",7371975398,717815457.61987,1442187232.31669,302099582.578535,723236679.675346,688,-0.579140321691823
"S689",7371975398,717815457.61987,1442187232.31669,302099582.578535,723236679.675346,689,-0.579140321691823
"S690",7371975398,717815457.61987,1442187232.31669,302106547.626088,723236679.675346,690,-0.579130618574568
"S691",7371975398,717815457.61987,1442187232.31669,302106547.626088,723236679.675346,691,-0.579130618574568
"S692",7371975398,717815457.61987,1442187232.31669,302106547.626088,723236679.675346,692,-0.579130618574568
"S693",7371975398,717815457.61987,1442187232.31669,302106626.976233,722268645.894633,693,-0.579130508030634
"S694",7371975398,717815457.61987,1442187232.31669,302106626.976233,722060947.190045,694,-0.579130508030634
"S695",7371975398,717815457.61987,1442187232.31669,302106626.976233,722108135.686873,695,-0.579130508030634
"S696",7371975398,717815457.61987,1442187232.31669,302106626.976233,722107944.195889,696,-0.579130508030634
"S697",7371975398,717815457.61987,1442187232.31669,302106086.102374,722107944.195889,697,-0.57913126153051
"S698",7371975398,717815457.61987,1442187232.31669,302153710.075467,722107944.195889,698,-0.579064915824818
"S699",7371975398,717815457.61987,1442187232.31669,302152120.878534,722091364.111467,699,-0.579067129760051
"S700",7371975398,717815457.61987,1442187232.31669,302120307.234192,722091364.111467,700,-0.57911144984818
"S701",7371975398,717815457.61987,1442187232.31669,302120307.234192,724561974.591934,701,-0.57911144984818
"S702",7371975398,717815457.61987,1442187232.31669,302120307.234192,724561974.591934,702,-0.57911144984818
"S703",7371975398,717815457.61987,1442187232.31669,302122092.576395,724561974.591934,703,-0.579108962659887
"S704",7371975398,717815457.61987,1442187232.31669,302127136.912728,724561974.591934,704,-0.57910193531563
"S705",7371975398,717815457.61987,1442187232.31669,302127136.912728,724561974.591934,705,-0.57910193531563
"S706",7371975398,717815457.61987,1442187232.31669,302127136.912728,723927381.695402,706,-0.57910193531563
"S707",7371975398,717815457.61987,1442187232.31669,302126713.169423,723927381.695402,707,-0.579102525639091
"S708",7371975398,717815457.61987,1442187232.31669,302126713.169423,723927381.695402,708,-0.579102525639091
"S709",7371975398,717815457.61987,1442187232.31669,302126713.169423,723927381.695402,709,-0.579102525639091
"S710",7371975398,717815457.61987,1442187232.31669,302126798.470829,722864215.845026,710,-0.579102406804361
"S711",7371975398,717815457.61987,1442187232.31669,302126798.470829,722864215.845026,711,-0.579102406804361
"S712",7371975398,717815457.61987,1442187232.31669,302126798.470829,722637720.811179,712,-0.579102406804361
"S713",7371975398,717815457.61987,1442187232.31669,302126798.470829,722637720.811179,713,-0.579102406804361
"S714",7371975398,717815457.61987,1442187232.31669,302127234.458031,722637559.571536,714,-0.579101799423736
"S715",7371975398,717815457.61987,1442187232.31669,302031362.731844,723789058.479358,715,-0.579235359832848
"S716",7371975398,717815457.61987,1442187232.31669,301853777.948449,723776518.473982,716,-0.579482755986706
"S717",7371975398,717815457.61987,1442187232.31669,301853309.420775,723776518.473982,717,-0.579483408699975
"S718",7371975398,717815457.61987,1442187232.31669,301853309.420775,723776518.473982,718,-0.579483408699975
"S719",7371975398,717815457.61987,1442187232.31669,301853309.420775,723984027.042283,719,-0.579483408699975
"S720",7371975398,717815457.61987,1442187232.31669,301853309.420775,723984027.042283,720,-0.579483408699975
"S721",7371975398,717815457.61987,1442187232.31669,301853309.420775,723984027.042283,721,-0.579483408699975
"S722",7371975398,717815457.61987,1442187232.31669,301814161.199901,723104870.716501,722,-0.57953794670199
"S723",7371975398,717815457.61987,1442187232.31669,301814161.199901,722695839.6075,723,-0.57953794670199
"S724",7371975398,717815457.61987,1442187232.31669,301814161.199901,722681215.089461,724,-0.57953794670199
"S725",7371975398,717815457.61987,1442187232.31669,301941178.201469,720076463.910255,725,-0.579360997320057
"S726",7371975398,717815457.61987,1442187232.31669,301941178.201469,720076463.910255,726,-0.579360997320057
"S727",7371975398,717815457.61987,1442187232.31669,301913963.497592,720114274.735263,727,-0.579398910551916
"S728",7371975398,717815457.61987,1442187232.31669,301914054.750259,720114274.735263,728,-0.579398783426391
"S729",7371975398,717815457.61987,1442187232.31669,301914054.750259,720114274.735263,729,-0.579398783426391
"S730",7371975398,717815457.61987,1442187232.31669,301912760.34731,719115332.815602,730,-0.579400586679491
"S731",7371975398,717815457.61987,1442187232.31669,301912760.34731,719115195.474518,731,-0.579400586679491
"S732",7371975398,717815457.61987,1442187232.31669,301912760.34731,719115195.474518,732,-0.579400586679491
"S733",7371975398,717815457.61987,1442187232.31669,301912760.34731,719115195.474518,733,-0.579400586679491
"S734",7371975398,717815457.61987,1442187232.31669,301992215.455269,719115195.474518,734,-0.579289896519345
"S735",7371975398,717815457.61987,1442187232.31669,301992215.455269,719115195.474518,735,-0.579289896519345
"S736",7371975398,717815457.61987,1442187232.31669,301992329.416524,718952915.294046,736,-0.57928973775813
"S737",7371975398,717815457.61987,1442187232.31669,301992329.416524,717928964.825138,737,-0.57928973775813
"S738",7371975398,717815457.61987,1442187232.31669,301992329.416524,716385844.621222,738,-0.57928973775813
"S739",7371975398,717815457.61987,1442187232.31669,301992329.416524,715453128.342553,739,-0.57928973775813
"S740",7371975398,717815457.61987,1442187232.31669,301981125.368069,715439533.118828,740,-0.57930534629419
"S741",7371975398,717815457.61987,1442187232.31669,301985608.43921,715439533.118828,741,-0.579299100857296
"S742",7371975398,717815457.61987,1442187232.31669,301985608.43921,715439533.118828,742,-0.579299100857296
"S743",7371975398,717815457.61987,1442187232.31669,301985608.43921,715439533.118828,743,-0.579299100857296
"S744",7371975398,717815457.61987,1442187232.31669,301984436.28218,715439416.348655,744,-0.579300733807686
"S745",7371975398,717815457.61987,1442187232.31669,301984436.28218,715439416.348655,745,-0.579300733807686
"S746",7371975398,717815457.61987,1442187232.31669,301984533.486107,715439416.348655,746,-0.579300598391366
"S747",7371975398,717815457.61987,1442187232.31669,301990846.996385,715488338.391394,747,-0.579291802940932
"S748",7371975398,717815457.61987,1442187232.31669,301997883.782905,715488338.391394,748,-0.579281999882995
"S749",7371975398,717815457.61987,1442187232.31669,301997883.782905,715488338.391394,749,-0.579281999882995
"S750",7371975398,717815457.61987,1442187232.31669,302006963.137625,715488338.391394,750,-0.579269351291182
"S751",7371975398,717815457.61987,1442187232.31669,302006963.137625,715662913.007943,751,-0.579269351291182
"S752",7371975398,717815457.61987,1442187232.31669,301982878.698844,715380752.779207,752,-0.57930290370152
"S753",7371975398,717815457.61987,1442187232.31669,301983565.830214,715414752.882934,753,-0.579301946448005
"S754",7371975398,717815457.61987,1442187232.31669,302049558.522803,714951274.868706,754,-0.579210010990376
"S755",7371975398,717815457.61987,1442187232.31669,302049558.522803,715309866.895019,755,-0.579210010990376
"S756",7371975398,717815457.61987,1442187232.31669,302049558.522803,715324488.148773,756,-0.579210010990376
"S757",7371975398,717815457.61987,1442187232.31669,302048496.913516,715324488.148773,757,-0.579211489934965
"S758",7371975398,717815457.61987,1442187232.31669,302048496.913516,715912343.26262,758,-0.579211489934965
"S759",7371975398,717815457.61987,1442187232.31669,302048496.913516,715911931.06089,759,-0.579211489934965
"S760",7371975398,717815457.61987,1442187232.31669,302048496.913516,715938998.528652,760,-0.579211489934965
"S761",7371975398,717815457.61987,1442187232.31669,302048496.913516,715938998.528652,761,-0.579211489934965
"S762",7371975398,717815457.61987,1442187232.31669,302048496.913516,715938998.528652,762,-0.579211489934965
"S763",7371975398,717815457.61987,1442187232.31669,302050506.105494,715938998.528652,763,-0.57920869089803
"S764",7371975398,717815457.61987,1442187232.31669,302041228.905823,715883300.282376,764,-0.579221615110755
"S765",7371975398,717815457.61987,1442187232.31669,302041370.744207,715951467.131055,765,-0.579221417513472
"S766",7371975398,717815457.61987,1442187232.31669,302041370.744207,715951467.131055,766,-0.579221417513472
"S767",7371975398,717815457.61987,1442187232.31669,302041370.744207,715951467.131055,767,-0.579221417513472
"S768",7371975398,717815457.61987,1442187232.31669,302042106.239838,715951467.131055,768,-0.579220392882945
"S769",7371975398,717815457.61987,1442187232.31669,302044191.57942,715951467.131055,769,-0.579217487763586
"S770",7371975398,717815457.61987,1442187232.31669,302043382.34531,715951467.131055,770,-0.579218615120347
"S771",7371975398,717815457.61987,1442187232.31669,302183650.621142,715951384.242382,771,-0.579023205179891
"S772",7371975398,717815457.61987,1442187232.31669,302183808.267064,715951384.242382,772,-0.57902298556088
"S773",7371975398,717815457.61987,1442187232.31669,302178915.706466,715829201.320939,773,-0.579029801463973
"S774",7371975398,717815457.61987,1442187232.31669,302179078.642519,715778869.320918,774,-0.579029574475196
"S775",7371975398,717815457.61987,1442187232.31669,302179078.642519,715778869.320918,775,-0.579029574475196
"S776",7371975398,717815457.61987,1442187232.31669,302157991.930759,715780671.755484,776,-0.579058950704888
"S777",7371975398,717815457.61987,1442187232.31669,302157991.930759,715780671.755484,777,-0.579058950704888
"S778",7371975398,717815457.61987,1442187232.31669,302157991.930759,715780671.755484,778,-0.579058950704888
"S779",7371975398,717815457.61987,1442187232.31669,302159111.211232,715768997.757395,779,-0.579057391417663
"S780",7371975398,717815457.61987,1442187232.31669,301963494.433816,715768997.757395,780,-0.579329908225903
"S781",7371975398,717815457.61987,1442187232.31669,301963672.182237,715768997.757395,781,-0.579329660601783
"S782",7371975398,717815457.61987,1442187232.31669,301962798.913551,715768997.757395,782,-0.57933087716612
"S783",7371975398,717815457.61987,1442187232.31669,301964051.954388,714693465.6007,783,-0.579329131535228
"S784",7371975398,717815457.61987,1442187232.31669,301964180.898374,714693465.6007,784,-0.579328951901334
"S785",7371975398,717815457.61987,1442187232.31669,301964180.898374,714463702.771273,785,-0.579328951901334
"S786",7371975398,717815457.61987,1442187232.31669,301964369.227059,714463702.771273,786,-0.579328689537683
"S787",7371975398,717815457.61987,1442187232.31669,301964086.732432,714463702.771273,787,-0.579329083085389
"S788",7371975398,717815457.61987,1442187232.31669,302094504.540662,711673329.374322,788,-0.579147395986225
"S789",7371975398,717815457.61987,1442187232.31669,302094504.540662,711673329.374322,789,-0.579147395986225
"S790",7371975398,717815457.61987,1442187232.31669,302094697.101451,711673329.374322,790,-0.579147127726761
"S791",7371975398,717815457.61987,1442187232.31669,302050885.039223,711673329.374322,791,-0.579208162999495
"S792",7371975398,717815457.61987,1442187232.31669,302051082.890145,711673329.374322,792,-0.579207887370265
"S793",7371975398,717815457.61987,1442187232.31669,302074217.330117,711673329.374322,793,-0.579175658418204
"S794",7371975398,717815457.61987,1442187232.31669,302242481.59192,711673329.374322,794,-0.578941246829519
"S795",7371975398,717815457.61987,1442187232.31669,302260094.209611,711673270.989235,795,-0.578916710414897
"S796",7371975398,717815457.61987,1442187232.31669,302268402.745145,711673270.989235,796,-0.578905135663412
"S797",7371975398,717815457.61987,1442187232.31669,302268402.745145,711673270.989235,797,-0.578905135663412
"S798",7371975398,717815457.61987,1442187232.31669,302268402.745145,711675233.429519,798,-0.578905135663412
"S799",7371975398,717815457.61987,1442187232.31669,302268402.745145,711664444.865854,799,-0.578905135663412
"S800",7371975398,717815457.61987,1442187232.31669,302249775.026736,711664444.865854,800,-0.578931086230805
"S801",7371975398,717815457.61987,1442187232.31669,302249893.060076,711567966.297278,801,-0.578930921796703
"S802",7371975398,717815457.61987,1442187232.31669,302160035.008829,711567966.297278,802,-0.579056104460706
"S803",7371975398,717815457.61987,1442187232.31669,302160035.008829,711567966.297278,803,-0.579056104460706
"S804",7371975398,717815457.61987,1442187232.31669,302160035.008829,711559697.013514,804,-0.579056104460706
"S805",7371975398,717815457.61987,1442187232.31669,302159306.212591,712876345.687948,805,-0.579057119758204
"S806",7371975398,717815457.61987,1442187232.31669,302159306.212591,712876296.98329,806,-0.579057119758204
"S807",7371975398,717815457.61987,1442187232.31669,302159306.212591,712876296.98329,807,-0.579057119758204
"S808",7371975398,717815457.61987,1442187232.31669,302159306.212591,712876296.98329,808,-0.579057119758204
"S809",7371975398,717815457.61987,1442187232.31669,302159306.212591,712876296.98329,809,-0.579057119758204
"S810",7371975398,717815457.61987,1442187232.31669,302152495.628528,712876296.98329,810,-0.579066607689942
"S811",7371975398,717815457.61987,1442187232.31669,302153694.137621,712876296.98329,811,-0.579064938028081
"S812",7371975398,717815457.61987,1442187232.31669,302153694.137621,712876296.98329,812,-0.579064938028081
"S813",7371975398,717815457.61987,1442187232.31669,302163353.129546,712926851.313418,813,-0.579051481934565
"S814",7371975398,717815457.61987,1442187232.31669,302163353.129546,712967623.393559,814,-0.579051481934565
"S815",7371975398,717815457.61987,1442187232.31669,302164012.323172,712967623.393559,815,-0.57905056360156
"S816",7371975398,717815457.61987,1442187232.31669,302374571.866267,712967582.856763,816,-0.578757229791512
"S817",7371975398,717815457.61987,1442187232.31669,302374445.351027,712967582.856763,817,-0.578757406041882
"S818",7371975398,717815457.61987,1442187232.31669,302377526.342216,712967582.856763,818,-0.578753113864615
"S819",7371975398,717815457.61987,1442187232.31669,302377526.342216,712957629.608591,819,-0.578753113864615
"S820",7371975398,717815457.61987,1442187232.31669,302377526.342216,712959755.097862,820,-0.578753113864615
"S821",7371975398,717815457.61987,1442187232.31669,302377526.342216,712959755.097862,821,-0.578753113864615
"S822",7371975398,717815457.61987,1442187232.31669,302371529.607556,712918375.337608,822,-0.578761468009955
"S823",7371975398,717815457.61987,1442187232.31669,301766306.602612,713030117.495262,823,-0.579604613693877
"S824",7371975398,717815457.61987,1442187232.31669,301766306.602612,712137126.989497,824,-0.579604613693877
"S825",7371975398,717815457.61987,1442187232.31669,301768820.908613,712997411.949717,825,-0.579601110974654
"S826",7371975398,717815457.61987,1442187232.31669,301768820.908613,712410464.278275,826,-0.579601110974654
"S827",7371975398,717815457.61987,1442187232.31669,301706447.951103,712410464.278275,827,-0.579688003722433
"S828",7371975398,717815457.61987,1442187232.31669,301706447.951103,712462442.374779,828,-0.579688003722433
"S829",7371975398,717815457.61987,1442187232.31669,301709315.286284,712462442.374779,829,-0.57968400919271
"S830",7371975398,717815457.61987,1442187232.31669,301748559.050745,712462498.568531,830,-0.579629338087422
"S831",7371975398,717815457.61987,1442187232.31669,301742661.187457,712462498.568531,831,-0.579637554493499
"S832",7371975398,717815457.61987,1442187232.31669,301742661.187457,712462498.568531,832,-0.579637554493499
"S833",7371975398,717815457.61987,1442187232.31669,301742661.187457,712462498.568531,833,-0.579637554493499
"S834",7371975398,717815457.61987,1442187232.31669,301742661.187457,712462498.568531,834,-0.579637554493499
"S835",7371975398,717815457.61987,1442187232.31669,301742072.184398,712462498.568531,835,-0.579638375042921
"S836",7371975398,717815457.61987,1442187232.31669,301773593.50992,712398834.008939,836,-0.579594462188735
"S837",7371975398,717815457.61987,1442187232.31669,301773593.50992,712391971.456547,837,-0.579594462188735
"S838",7371975398,717815457.61987,1442187232.31669,302035157.706685,712382819.460297,838,-0.579230072993729
"S839",7371975398,717815457.61987,1442187232.31669,302035157.706685,713319367.150603,839,-0.579230072993729
"S840",7371975398,717815457.61987,1442187232.31669,301876636.371201,713319367.150603,840,-0.579450911558574
"S841",7371975398,717815457.61987,1442187232.31669,301876636.371201,713319385.614264,841,-0.579450911558574
"S842",7371975398,717815457.61987,1442187232.31669,301876636.371201,713319385.614264,842,-0.579450911558574
"S843",7371975398,717815457.61987,1442187232.31669,301862645.487149,713319385.614264,843,-0.579470402479121
"S844",7371975398,717815457.61987,1442187232.31669,301863520.233109,713321676.961694,844,-0.579469183856771
"S845",7371975398,717815457.61987,1442187232.31669,301863520.233109,712948487.430818,845,-0.579469183856771
"S846",7371975398,717815457.61987,1442187232.31669,301863520.233109,712948487.430818,846,-0.579469183856771
"S847",7371975398,717815457.61987,1442187232.31669,301863520.233109,712948487.430818,847,-0.579469183856771
